Test NFA, number of states = 15 propogating length = 225
experiment No = 9505, UNSAT, testing length = 225
experiment No = 9506, UNSAT, testing length = 225
experiment No = 9507, UNSAT, testing length = 225
experiment No = 9508, UNSAT, testing length = 225
experiment No = 9509, UNSAT, testing length = 225
experiment No = 9510, UNSAT, testing length = 225
experiment No = 9511, UNSAT, testing length = 225
experiment No = 9512, UNSAT, testing length = 225
experiment No = 9513, UNSAT, testing length = 225
experiment No = 9514, UNSAT, testing length = 225
experiment No = 9515, UNSAT, testing length = 225
experiment No = 9516, UNSAT, testing length = 225
experiment No = 9517, UNSAT, testing length = 225
experiment No = 9518, UNSAT, testing length = 225
experiment No = 9519, UNSAT, testing length = 225
experiment No = 9520, UNSAT, testing length = 225
experiment No = 9521, UNSAT, testing length = 225
experiment No = 9522, UNSAT, testing length = 225
experiment No = 9523, UNSAT, testing length = 225
experiment No = 9524, UNSAT, testing length = 225
experiment No = 9525, UNSAT, testing length = 225
experiment No = 9526, UNSAT, testing length = 225
experiment No = 9527, UNSAT, testing length = 225
experiment No = 9528, UNSAT, testing length = 225
experiment No = 9529, UNSAT, testing length = 225
experiment No = 9530, UNSAT, testing length = 225
experiment No = 9531, UNSAT, testing length = 225
experiment No = 9532, UNSAT, testing length = 225
experiment No = 9533, UNSAT, testing length = 225
experiment No = 9534, UNSAT, testing length = 225
experiment No = 9535, UNSAT, testing length = 225
experiment No = 9536, UNSAT, testing length = 225
experiment No = 9537, UNSAT, testing length = 225
experiment No = 9538, UNSAT, testing length = 225
experiment No = 9539, UNSAT, testing length = 225
experiment No = 9540, UNSAT, testing length = 225
experiment No = 9541, UNSAT, testing length = 225
experiment No = 9542, UNSAT, testing length = 225
experiment No = 9543, UNSAT, testing length = 225
experiment No = 9544, UNSAT, testing length = 225
experiment No = 9545, UNSAT, testing length = 225
experiment No = 9546, UNSAT, testing length = 225
experiment No = 9547, UNSAT, testing length = 225
experiment No = 9548, UNSAT, testing length = 225
experiment No = 9549, UNSAT, testing length = 225
experiment No = 9550, UNSAT, testing length = 225
experiment No = 9551, UNSAT, testing length = 225
experiment No = 9552, UNSAT, testing length = 225
experiment No = 9553, UNSAT, testing length = 225
experiment No = 9554, UNSAT, testing length = 225
experiment No = 9555, UNSAT, testing length = 225
experiment No = 9556, UNSAT, testing length = 225
experiment No = 9557, UNSAT, testing length = 225
experiment No = 9558, UNSAT, testing length = 225
experiment No = 9559, UNSAT, testing length = 225
experiment No = 9560, UNSAT, testing length = 225
experiment No = 9561, UNSAT, testing length = 225
experiment No = 9562, UNSAT, testing length = 225
experiment No = 9563, UNSAT, testing length = 225
experiment No = 9564, UNSAT, testing length = 225
experiment No = 9565, UNSAT, testing length = 225
experiment No = 9566, UNSAT, testing length = 225
experiment No = 9567, UNSAT, testing length = 225
experiment No = 9568, UNSAT, testing length = 225
experiment No = 9569, UNSAT, testing length = 225
experiment No = 9570, UNSAT, testing length = 225
experiment No = 9571, UNSAT, testing length = 225
experiment No = 9572, UNSAT, testing length = 225
experiment No = 9573, UNSAT, testing length = 225
experiment No = 9574, UNSAT, testing length = 225
experiment No = 9575, UNSAT, testing length = 225
experiment No = 9576, UNSAT, testing length = 225
experiment No = 9577, UNSAT, testing length = 225
experiment No = 9578, UNSAT, testing length = 225
experiment No = 9579, UNSAT, testing length = 225
experiment No = 9580, UNSAT, testing length = 225
experiment No = 9581, UNSAT, testing length = 225
experiment No = 9582, UNSAT, testing length = 225
experiment No = 9583, UNSAT, testing length = 225
experiment No = 9584, UNSAT, testing length = 225
experiment No = 9585, UNSAT, testing length = 225
experiment No = 9586, UNSAT, testing length = 225
experiment No = 9587, UNSAT, testing length = 225
experiment No = 9588, UNSAT, testing length = 225
experiment No = 9589, UNSAT, testing length = 225
experiment No = 9590, UNSAT, testing length = 225
experiment No = 9591, UNSAT, testing length = 225
experiment No = 9592, UNSAT, testing length = 225
experiment No = 9593, UNSAT, testing length = 225
experiment No = 9594, UNSAT, testing length = 225
experiment No = 9595, UNSAT, testing length = 225
experiment No = 9596, UNSAT, testing length = 225
experiment No = 9597, UNSAT, testing length = 225
experiment No = 9598, UNSAT, testing length = 225
experiment No = 9599, UNSAT, testing length = 225
experiment No = 9600, UNSAT, testing length = 225
experiment No = 9601, UNSAT, testing length = 225
experiment No = 9602, UNSAT, testing length = 225
experiment No = 9603, UNSAT, testing length = 225
experiment No = 9604, UNSAT, testing length = 225
experiment No = 9605, UNSAT, testing length = 225
experiment No = 9606, UNSAT, testing length = 225
experiment No = 9607, UNSAT, testing length = 225
experiment No = 9608, UNSAT, testing length = 225
experiment No = 9609, UNSAT, testing length = 225
experiment No = 9610, UNSAT, testing length = 225
experiment No = 9611, UNSAT, testing length = 225
experiment No = 9612, UNSAT, testing length = 225
experiment No = 9613, UNSAT, testing length = 225
experiment No = 9614, UNSAT, testing length = 225
experiment No = 9615, UNSAT, testing length = 225
experiment No = 9616, UNSAT, testing length = 225
experiment No = 9617, UNSAT, testing length = 225
experiment No = 9618, UNSAT, testing length = 225
experiment No = 9619, UNSAT, testing length = 225
experiment No = 9620, UNSAT, testing length = 225
experiment No = 9621, UNSAT, testing length = 225
experiment No = 9622, UNSAT, testing length = 225
experiment No = 9623, UNSAT, testing length = 225
experiment No = 9624, UNSAT, testing length = 225
experiment No = 9625, UNSAT, testing length = 225
experiment No = 9626, UNSAT, testing length = 225
experiment No = 9627, UNSAT, testing length = 225
experiment No = 9628, UNSAT, testing length = 225
experiment No = 9629, UNSAT, testing length = 225
experiment No = 9630, UNSAT, testing length = 225
experiment No = 9631, UNSAT, testing length = 225
experiment No = 9632, UNSAT, testing length = 225
experiment No = 9633, UNSAT, testing length = 225
experiment No = 9634, UNSAT, testing length = 225
experiment No = 9635, UNSAT, testing length = 225
experiment No = 9636, UNSAT, testing length = 225
experiment No = 9637, UNSAT, testing length = 225
experiment No = 9638, UNSAT, testing length = 225
experiment No = 9639, UNSAT, testing length = 225
experiment No = 9640, UNSAT, testing length = 225
experiment No = 9641, UNSAT, testing length = 225
experiment No = 9642, UNSAT, testing length = 225
experiment No = 9643, UNSAT, testing length = 225
experiment No = 9644, UNSAT, testing length = 225
experiment No = 9645, UNSAT, testing length = 225
experiment No = 9646, UNSAT, testing length = 225
experiment No = 9647, UNSAT, testing length = 225
experiment No = 9648, UNSAT, testing length = 225
experiment No = 9649, UNSAT, testing length = 225
experiment No = 9650, UNSAT, testing length = 225
experiment No = 9651, UNSAT, testing length = 225
experiment No = 9652, UNSAT, testing length = 225
experiment No = 9653, UNSAT, testing length = 225
experiment No = 9654, UNSAT, testing length = 225
experiment No = 9655, UNSAT, testing length = 225
experiment No = 9657, UNSAT, testing length = 225
experiment No = 9658, UNSAT, testing length = 225
experiment No = 9659, UNSAT, testing length = 225
experiment No = 9660, UNSAT, testing length = 225
experiment No = 9661, UNSAT, testing length = 225
experiment No = 9662, UNSAT, testing length = 225
experiment No = 9663, UNSAT, testing length = 225
experiment No = 9664, UNSAT, testing length = 225
experiment No = 9665, UNSAT, testing length = 225
experiment No = 9666, UNSAT, testing length = 225
experiment No = 9667, UNSAT, testing length = 225
experiment No = 9668, UNSAT, testing length = 225
experiment No = 9669, UNSAT, testing length = 225
experiment No = 9670, UNSAT, testing length = 225
experiment No = 9671, UNSAT, testing length = 225
experiment No = 9672, UNSAT, testing length = 225
experiment No = 9673, UNSAT, testing length = 225
experiment No = 9674, UNSAT, testing length = 225
experiment No = 9675, UNSAT, testing length = 225
experiment No = 9676, UNSAT, testing length = 225
experiment No = 9677, UNSAT, testing length = 225
experiment No = 9678, UNSAT, testing length = 225
experiment No = 9679, UNSAT, testing length = 225
experiment No = 9680, UNSAT, testing length = 225
experiment No = 9681, UNSAT, testing length = 225
experiment No = 9682, UNSAT, testing length = 225
experiment No = 9683, UNSAT, testing length = 225
experiment No = 9684, UNSAT, testing length = 225
experiment No = 9685, UNSAT, testing length = 225
experiment No = 9686, UNSAT, testing length = 225
experiment No = 9687, UNSAT, testing length = 225
experiment No = 9688, UNSAT, testing length = 225
experiment No = 9689, UNSAT, testing length = 225
experiment No = 9690, UNSAT, testing length = 225
experiment No = 9691, UNSAT, testing length = 225
experiment No = 9692, UNSAT, testing length = 225
experiment No = 9693, UNSAT, testing length = 225
experiment No = 9694, UNSAT, testing length = 225
experiment No = 9695, UNSAT, testing length = 225
experiment No = 9696, UNSAT, testing length = 225
experiment No = 9697, UNSAT, testing length = 225
experiment No = 9698, UNSAT, testing length = 225
experiment No = 9699, UNSAT, testing length = 225
experiment No = 9700, UNSAT, testing length = 225
experiment No = 9701, UNSAT, testing length = 225
experiment No = 9702, UNSAT, testing length = 225
experiment No = 9703, UNSAT, testing length = 225
experiment No = 9704, UNSAT, testing length = 225
experiment No = 9705, UNSAT, testing length = 225
experiment No = 9706, UNSAT, testing length = 225
experiment No = 9707, UNSAT, testing length = 225
experiment No = 9708, UNSAT, testing length = 225
experiment No = 9709, UNSAT, testing length = 225
experiment No = 9710, UNSAT, testing length = 225
experiment No = 9711, UNSAT, testing length = 225
experiment No = 9712, UNSAT, testing length = 225
experiment No = 9713, UNSAT, testing length = 225
experiment No = 9714, UNSAT, testing length = 225
experiment No = 9715, UNSAT, testing length = 225
experiment No = 9716, UNSAT, testing length = 225
experiment No = 9717, UNSAT, testing length = 225
experiment No = 9718, UNSAT, testing length = 225
experiment No = 9719, UNSAT, testing length = 225
experiment No = 9720, UNSAT, testing length = 225
experiment No = 9721, UNSAT, testing length = 225
experiment No = 9722, UNSAT, testing length = 225
experiment No = 9723, UNSAT, testing length = 225
experiment No = 9724, UNSAT, testing length = 225
experiment No = 9725, UNSAT, testing length = 225
experiment No = 9726, UNSAT, testing length = 225
experiment No = 9727, UNSAT, testing length = 225
experiment No = 9728, UNSAT, testing length = 225
experiment No = 9729, UNSAT, testing length = 225
experiment No = 9730, UNSAT, testing length = 225
experiment No = 9731, UNSAT, testing length = 225
experiment No = 9732, UNSAT, testing length = 225
experiment No = 9733, UNSAT, testing length = 225
experiment No = 9734, UNSAT, testing length = 225
experiment No = 9735, UNSAT, testing length = 225
experiment No = 9736, UNSAT, testing length = 225
experiment No = 9737, UNSAT, testing length = 225
experiment No = 9738, UNSAT, testing length = 225
experiment No = 9739, UNSAT, testing length = 225
experiment No = 9740, UNSAT, testing length = 225
experiment No = 9741, UNSAT, testing length = 225
experiment No = 9742, UNSAT, testing length = 225
experiment No = 9743, UNSAT, testing length = 225
experiment No = 9744, UNSAT, testing length = 225
experiment No = 9745, UNSAT, testing length = 225
experiment No = 9746, UNSAT, testing length = 225
experiment No = 9747, UNSAT, testing length = 225
experiment No = 9748, UNSAT, testing length = 225
experiment No = 9749, UNSAT, testing length = 225
experiment No = 9750, UNSAT, testing length = 225
experiment No = 9751, UNSAT, testing length = 225
experiment No = 9752, UNSAT, testing length = 225
experiment No = 9753, UNSAT, testing length = 225
experiment No = 9754, UNSAT, testing length = 225
experiment No = 9755, UNSAT, testing length = 225
experiment No = 9756, UNSAT, testing length = 225
experiment No = 9757, UNSAT, testing length = 225
experiment No = 9758, UNSAT, testing length = 225
experiment No = 9759, UNSAT, testing length = 225
experiment No = 9760, UNSAT, testing length = 225
experiment No = 9761, UNSAT, testing length = 225
experiment No = 9762, UNSAT, testing length = 225
experiment No = 9763, UNSAT, testing length = 225
experiment No = 9764, UNSAT, testing length = 225
experiment No = 9765, UNSAT, testing length = 225
experiment No = 9766, UNSAT, testing length = 225
experiment No = 9767, UNSAT, testing length = 225
experiment No = 9768, UNSAT, testing length = 225
experiment No = 9769, UNSAT, testing length = 225
experiment No = 9770, UNSAT, testing length = 225
experiment No = 9771, UNSAT, testing length = 225
